BR.A	BR.B	BR.C	DR.A	DR.C	DR.D
ofav39198	0	0	4	0	4	2
ofav39200	0	1	1	1	0	0
ofav39201	2	1	6	3	0	8
ofav39202	2	1	13	8	1	12
ofav39208	13	5	8	5	3	9
ofav39210	6	0	3	1	3	0
ofav39211	1	3	8	6	3	8
ofav39219	0	0	3	0	1	2
ofav39224	0	0	0	0	0	0
ofav39228	0	0	0	3	1	0
ofav39229	0	0	1	0	0	0
ofav39231	0	0	3	3	1	2
ofav39234	0	0	0	1	2	2
ofav39248	3	0	6	1	0	0
ofav39249	0	0	1	0	0	0
ofav39251	0	0	1	0	0	0
ofav39253	0	0	0	1	0	1
ofav39254	0	0	0	2	0	1
ofav39255	0	0	0	0	0	0
ofav39257	1	0	10	9	5	10
ofav3926	0	0	0	0	0	0
ofav39261	21	21	11	17	2	13
ofav39262	4	0	4	10	6	5
ofav39263	2	4	4	5	10	7
ofav39266	0	1	3	3	0	4
ofav39274	0	0	7	6	0	7
ofav39280	0	0	0	0	0	1
ofav39281	1	0	8	5	3	1
ofav39285	0	0	0	0	0	1
ofav39287	0	1	5	6	0	10
ofav39291	0	1	5	4	7	4
ofav39293	0	0	0	2	0	0
ofav39295	0	0	3	6	0	4
ofav39298	0	0	1	2	0	1
ofav39301	5	3	36	40	10	72
ofav39305	34	6	38	53	16	30
ofav39307	0	0	0	0	0	1
ofav39308	0	0	0	1	0	0
ofav39309	0	1	9	4	2	9
ofav39310	1	0	4	8	1	4
ofav39319	1	0	7	3	0	8
ofav39320	4	0	2	5	3	11
ofav39325	0	0	0	0	0	0
ofav3933	0	0	2	2	0	1
ofav39330	1	3	3	4	1	20
ofav39332	11	7	24	16	11	30
ofav39337	0	0	0	0	0	1
ofav39339	0	3	3	2	1	7
ofav39342	0	0	5	3	0	2
ofav39343	2	1	2	3	3	3
ofav39348	2	0	4	4	3	9
ofav39349	2	0	2	3	0	3
ofav39350	11	1	39	25	4	17
ofav39351	9	0	7	3	0	1
ofav39358	20	3	25	25	3	19
ofav39361	0	0	3	2	3	0
ofav39368	13	0	4	5	2	4
ofav39369	0	0	1	0	0	2
ofav39370	0	1	0	0	0	1
ofav39372	7	15	12	7	6	6
ofav39374	6	0	10	13	4	7
ofav39376	0	0	0	1	0	0
ofav39377	0	1	8	7	0	4
ofav3938	0	0	2	2	0	3
ofav39380	0	2	0	1	0	0
ofav39382	0	0	4	0	0	0
ofav39383	0	0	1	0	0	0
ofav39385	0	0	0	0	0	2
ofav39388	99	16	169	256	141	226
ofav39389	7	2	10	15	5	12
ofav39393	0	0	2	0	0	0
ofav39404	35	0	33	14	4	15
ofav3941	0	0	2	0	0	0
ofav39415	0	0	0	3	0	2
ofav39417	18	1	6	5	2	5
ofav39422	0	0	2	1	1	4
ofav39428	3	0	3	1	2	4
ofav39437	0	2	3	5	2	9
ofav3944	1	0	0	0	0	0
ofav39440	1	1	3	0	0	1
ofav39442	2	0	3	5	2	10
ofav39444	6	0	10	11	4	6
ofav39452	0	0	0	0	0	0
ofav39456	0	0	0	0	1	0
ofav39458	2	5	5	12	4	23
ofav39461	0	9	0	0	0	0
ofav39466	0	0	6	1	3	2
ofav39473	5	0	3	7	4	5
ofav39478	1	0	9	0	1	4
ofav39481	42	7	61	76	37	86
ofav39483	1	0	0	0	0	1
ofav39487	8	0	4	7	2	3
ofav39492	0	0	0	0	0	1
ofav39498	0	0	3	0	0	0
ofav39502	19	0	12	5	2	7
ofav39503	1	4	2	3	3	6
ofav39505	0	0	2	0	2	0
ofav39513	1	3	4	5	0	8
ofav39514	21	1	30	21	9	20
ofav39515	0	0	2	6	3	3
ofav39522	0	0	1	2	0	1
ofav39528	0	0	0	1	1	2
ofav39531	0	3	6	2	0	1
ofav39534	0	0	1	0	0	0
ofav39535	8	0	8	2	3	3
ofav39536	12	10	15	10	1	13
ofav39537	1	0	2	0	0	1
ofav39538	0	0	4	6	1	3
ofav39541	0	0	2	2	3	0
ofav39544	7	0	8	6	1	8
ofav39547	7	2	5	14	1	10
ofav39550	0	0	1	0	0	0
ofav39552	1	3	3	3	4	6
ofav39554	0	0	1	0	0	2
ofav39558	0	0	0	0	0	1
ofav39564	0	0	0	0	0	0
ofav39565	1	0	4	5	0	3
ofav39570	4	0	3	2	1	1
ofav39573	0	1	6	2	1	8
ofav39576	0	0	0	0	0	0
ofav39577	0	9	8	8	4	8
ofav39578	0	0	0	1	0	4
ofav39580	1	1	1	1	0	4
ofav39583	0	0	5	8	1	5
ofav39585	0	0	0	0	0	0
ofav39592	0	0	2	4	1	2
ofav39593	0	0	1	0	1	0
ofav39594	1	5	9	6	0	9
ofav39597	1	1	2	2	1	2
ofav39599	0	0	3	1	0	0
ofav39601	0	0	0	1	0	2
ofav39607	0	1	2	1	0	1
ofav39608	20	1	3	3	3	4
ofav3961	0	0	0	0	0	0
ofav39610	1	0	39	30	21	86
ofav39611	1	0	5	6	0	11
ofav39613	7	0	9	5	0	7
ofav39615	1	0	0	0	0	1
ofav39616	5	2	2	10	3	5
ofav39621	0	0	2	0	0	0
ofav39623	5	2	13	2	0	12
ofav39626	1	1	2	4	1	9
ofav39629	1	0	1	0	0	0
ofav39633	47	9	65	67	25	101
ofav39639	0	2	9	8	1	8
ofav39642	0	0	0	0	0	0
ofav39647	0	0	0	0	0	0
ofav39653	0	0	2	1	1	0
ofav39654	1	3	4	4	2	4
ofav39656	5	0	7	10	1	6
ofav39659	1	0	6	3	7	4
ofav39660	0	0	1	0	0	0
ofav39663	1	1	6	6	0	6
ofav39665	0	5	11	4	4	10
ofav39667	0	0	0	1	0	0
ofav39668	0	0	0	0	0	0
ofav39670	0	2	4	4	4	7
ofav39671	0	0	1	1	0	0
ofav39674	1	0	2	0	0	0
ofav39677	0	1	3	0	2	3
ofav39678	0	0	3	7	1	13
ofav39680	0	0	13	28	11	28
ofav39685	0	1	1	1	0	2
ofav39691	0	0	0	0	0	0
ofav39695	0	0	1	1	0	0
ofav39697	4	0	3	7	0	5
ofav39702	12	2	26	23	6	28
ofav39703	0	1	6	4	3	2
ofav39706	4	1	7	6	7	13
ofav39714	0	1	0	0	0	1
ofav39719	19	16	28	30	11	14
ofav39720	32	8	33	11	7	21
ofav39722	3	1	38	24	8	27
ofav39729	0	0	0	0	0	0
ofav39731	1	0	4	0	0	3
ofav39736	5	2	14	8	0	6
ofav39738	21	0	31	31	18	45
ofav39739	0	0	0	0	1	0
ofav39744	0	0	0	3	0	0
ofav39745	0	0	1	0	0	0
ofav39746	0	1	0	2	1	5
ofav39748	0	1	0	0	0	0
ofav39752	12	5	6	23	11	13
ofav39754	37	9	67	94	29	88
ofav39755	9	7	9	1	1	17
ofav39759	0	0	0	5	0	2
ofav39762	0	0	0	0	0	0
ofav39765	1	1	0	1	0	5
ofav39767	1	4	5	2	0	2
ofav39768	0	0	5	2	2	3
ofav39771	0	0	0	0	0	0
ofav39781	25	6	16	7	2	12
ofav39783	0	0	1	0	0	1
ofav39787	3	1	13	12	3	8
ofav39788	0	0	1	0	0	1
ofav39791	0	0	0	7	4	2
ofav39793	3	2	9	8	4	2
ofav39798	39	23	77	65	82	188
ofav39802	0	0	2	0	0	1
ofav39803	3	1	1	4	0	7
ofav39805	0	1	1	1	0	0
ofav39808	34	2	13	29	9	27
ofav39809	0	0	2	1	0	0
ofav3981	0	0	1	0	0	0
ofav39812	4	5	3	4	2	5
ofav39817	0	0	0	0	1	0
ofav39826	0	0	2	0	0	4
ofav39828	0	2	0	0	0	0
ofav39829	39	6	24	23	7	32
ofav39832	0	0	0	0	0	0
ofav39837	0	0	0	0	0	0
ofav39839	1	0	12	6	2	7
ofav39841	2	0	0	2	0	7
ofav39844	0	0	1	0	0	0
ofav39845	4	0	2	4	0	0
ofav39846	5	4	9	10	6	17
ofav39847	0	0	1	0	0	0
ofav39848	43	22	73	89	32	70
ofav39850	1	1	7	8	1	4
ofav39852	10	0	18	16	6	19
ofav39854	8	1	1	2	2	3
ofav39859	5	4	2	4	0	3
ofav39863	4	0	6	16	1	13
ofav39867	0	0	4	0	0	0
ofav39870	1	1	0	0	0	0
ofav39876	0	7	0	4	1	1
ofav39881	3	0	1	6	3	3
ofav39883	87	10	31	71	24	63
ofav39884	6	5	4	9	0	4
ofav39886	3	1	6	9	0	8
ofav39889	34	9	53	102	15	62
ofav39900	0	0	2	0	0	0
ofav39901	0	0	5	0	0	2
ofav39903	12	3	18	17	6	19
ofav39904	1	0	7	7	2	14
ofav39906	5	0	0	0	0	0
ofav39911	0	0	0	0	0	0
ofav39913	359	8	188	110	47	187
ofav39917	0	0	0	0	0	0
ofav39919	4	1	21	28	4	25
ofav39920	17	43	29	15	14	36
ofav39922	27	6	22	35	9	26
ofav39923	34	21	28	2	1	6
ofav39926	0	0	2	1	0	0
ofav39927	11	4	7	10	1	7
ofav39931	3	1	13	3	3	8
ofav39934	0	0	1	1	1	1
ofav39937	0	0	0	0	0	0
ofav39940	0	0	0	0	0	0
ofav39941	25	1	16	46	8	15
ofav39942	42	0	24	19	9	9
ofav39945	2	0	1	0	0	2
ofav39948	15	1	14	1	0	7
ofav39951	9	4	10	15	9	17
ofav39952	0	0	0	0	0	1
ofav39955	0	0	0	0	0	1
ofav39956	1	0	2	1	0	2
ofav39959	2	0	24	24	7	22
ofav39961	3	0	0	2	0	3
ofav39962	26	6	12	5	1	6
ofav39967	1	0	3	0	1	4
ofav39968	0	0	0	0	0	0
ofav39971	0	0	5	5	0	7
ofav39973	0	0	0	1	0	3
ofav39978	6	0	5	2	0	1
ofav39983	66	35	36	80	25	41
ofav39986	13	1	11	14	2	11
ofav39990	20	9	35	23	2	21
ofav39993	1	1	10	4	8	10
ofav39997	32	10	39	50	25	45
ofav40000	2	0	4	1	0	4
ofav40002	3	1	17	19	4	32
ofav40007	0	0	2	1	0	0
ofav40008	0	0	2	0	1	2
ofav40009	1	1	5	4	4	6
ofav40011	0	1	8	4	1	5
ofav40013	4	0	4	7	7	12
ofav40014	0	0	0	0	0	0
ofav40019	0	0	0	0	0	1
ofav40020	2	0	1	0	0	2
ofav40021	2	1	3	5	0	3
ofav40023	39	29	11	15	3	9
ofav40035	0	0	0	0	0	0
ofav40042	1	0	0	1	1	0
ofav40053	0	0	0	0	0	0
ofav40054	4	0	3	2	0	0
ofav40058	0	0	0	0	0	0
ofav40064	18	1	10	3	0	5
ofav40066	0	2	3	2	2	2
ofav40069	0	0	0	0	0	1
ofav40072	0	0	0	1	0	0
ofav40075	7	9	41	37	13	28
ofav40076	0	0	1	0	0	1
ofav40082	0	0	1	2	0	4
ofav40089	4	0	6	0	3	0
ofav40093	0	0	5	3	0	8
ofav40094	0	0	8	8	0	5
ofav401	0	0	0	1	0	2
ofav40100	12	11	26	34	22	55
ofav40101	0	0	0	0	0	0
ofav40102	0	0	0	0	0	1
ofav40103	4	0	3	2	0	3
ofav40109	0	0	3	0	4	4
ofav40113	1	0	1	1	0	0
ofav40121	0	0	1	0	0	1
ofav40126	1	2	8	11	0	5
ofav40128	1	0	2	1	0	3
ofav40129	3	1	5	6	1	1
ofav40130	0	0	6	2	0	1
ofav40133	43	7	7	10	5	7
ofav40139	5	4	9	7	9	6
ofav40140	7	0	8	9	0	8
ofav40145	15	2	10	20	2	15
ofav40149	8	4	5	2	0	5
ofav40151	0	1	12	9	7	3
ofav40153	0	0	1	0	1	1
ofav40155	0	0	7	0	0	2
ofav40156	0	0	0	0	0	3
ofav40157	0	0	2	1	2	0
ofav40158	5	7	15	8	2	9
ofav40168	0	0	1	1	2	1
ofav40169	8	16	16	29	1	11
ofav40171	1	0	3	7	2	3
ofav40172	5	2	5	6	2	4
ofav40174	0	2	1	2	0	2
ofav40176	6	0	4	0	0	0
ofav40177	1	1	12	8	8	16
ofav40178	3	1	9	7	10	20
ofav40182	0	0	0	0	0	0
ofav40185	0	0	0	0	0	0
ofav40186	3	0	8	7	5	4
ofav40187	2	0	3	2	0	1
ofav40188	0	0	1	1	0	1
ofav40190	0	0	0	0	0	0
ofav40192	0	0	2	1	0	1
ofav40193	0	5	1	4	0	2
ofav40195	28	2	10	13	9	10
ofav40199	1	3	6	9	4	9
ofav40201	1	7	1	0	0	2
ofav40203	4	0	3	8	1	7
ofav40204	1	0	6	10	1	16
ofav40211	4	0	0	1	0	3
ofav40213	0	0	0	0	0	3
ofav40214	7	0	14	19	0	15
ofav40217	0	0	0	0	0	0
ofav40227	0	0	1	1	3	1
ofav40239	44	8	36	62	13	31
ofav40243	0	0	2	0	0	0
ofav40244	22	0	6	10	0	3
ofav40245	0	1	1	0	5	2
ofav40247	2	3	9	8	2	9
ofav40249	5	0	4	9	6	7
ofav40254	7	4	9	7	0	7
ofav40258	0	0	1	1	1	1
ofav40259	17	0	7	5	1	12
ofav40261	0	0	0	0	0	0
ofav40263	3	0	6	3	0	7
ofav40264	7	0	10	14	3	6
ofav40265	38	6	40	17	1	17
ofav40266	13	1	6	11	0	3
ofav40267	0	0	0	1	1	3
ofav4027	0	0	0	0	0	0
ofav40270	0	0	2	0	0	0
ofav40272	0	0	4	2	0	3
ofav40274	4	9	0	0	4	1
ofav40281	2	0	5	12	1	8
ofav40285	5	7	29	18	2	10
ofav40288	1	2	10	6	8	8
ofav40292	0	1	0	1	0	1
ofav40294	0	0	1	0	0	1
ofav40295	0	1	4	6	0	7
ofav40298	7	0	10	3	2	12
ofav40299	2	0	2	2	0	0
ofav40300	0	0	0	1	0	0
ofav40302	2	2	11	17	7	11
ofav40308	30	2	22	26	6	27
ofav4031	0	0	0	0	0	0
ofav40310	0	0	0	0	0	0
ofav40314	0	0	1	1	0	2
ofav40315	0	0	0	1	0	1
ofav40316	1	2	2	3	0	0
ofav40317	12	1	6	8	1	3
ofav40320	1	2	18	13	7	20
ofav40323	0	0	3	4	1	4
ofav40324	10	0	10	27	2	21
ofav40325	0	0	0	1	0	0
ofav40326	6	0	3	3	0	1
ofav40333	0	3	4	3	0	3
ofav40335	9	12	16	28	18	30
ofav40337	0	0	0	0	0	1
ofav40338	20	5	21	14	1	12
ofav40343	0	1	9	3	1	6
ofav40346	0	3	15	20	4	37
ofav40347	0	0	0	0	0	0
ofav40351	0	0	2	2	0	2
ofav40352	0	0	0	1	0	3
ofav40358	9	2	19	29	10	23
ofav40360	0	0	3	3	1	9
ofav40363	8	2	5	2	1	6
ofav40364	1	0	3	5	1	5
ofav40367	0	0	0	0	0	0
ofav40369	0	0	0	0	0	0
ofav40370	0	2	0	1	0	0
ofav40377	8	2	7	5	2	6
ofav40378	1	0	1	0	1	1
ofav40380	0	0	0	0	0	0
ofav40386	0	0	0	0	0	3
ofav40388	0	0	0	0	0	1
ofav40391	0	0	0	0	0	0
ofav40394	1	1	7	4	0	4
ofav40395	0	3	0	2	0	0
ofav40398	4	0	7	9	1	11
ofav40400	0	0	2	0	1	3
ofav40401	0	0	1	1	0	0
ofav40402	2	0	11	4	0	11
ofav40403	0	0	7	3	0	3
ofav40404	0	0	2	0	0	2
ofav40406	4	0	6	4	0	10
ofav40413	12	3	9	13	2	8
ofav40422	51	0	35	72	12	71
ofav40424	1	0	0	0	1	0
ofav40430	1	8	5	0	4	3
ofav40439	4	3	17	12	13	10
ofav40441	0	0	0	0	0	0
ofav40443	1	1	4	14	7	12
ofav40445	5	1	1	0	0	0
ofav40447	2	4	13	13	1	12
ofav40449	0	0	1	1	0	1
ofav40452	0	0	0	0	0	0
ofav40453	2	0	4	3	0	4
ofav40454	0	0	0	0	0	0
ofav40459	1	0	0	1	0	0
ofav40467	0	0	0	1	0	0
ofav40472	1	0	1	0	0	6
ofav40474	17	3	11	13	4	9
ofav40477	3	0	8	5	3	6
ofav40478	5	0	1	0	0	1
ofav40479	0	0	1	2	0	5
ofav40480	11	1	6	5	4	10
ofav40481	12	0	3	6	1	8
ofav40492	19	0	19	48	8	32
ofav40496	0	1	2	3	2	4
ofav40497	4	2	4	2	0	3
ofav40498	0	0	4	0	2	2
ofav40499	0	0	4	0	0	2
ofav40500	5	26	19	9	6	11
ofav40503	10	0	3	6	0	1
ofav40506	3	3	16	7	3	9
ofav40512	0	0	3	2	0	2
ofav40518	10	5	37	45	21	51
ofav40522	0	0	0	0	0	0
ofav40524	1	1	1	2	4	2
ofav40525	0	1	2	4	1	2
ofav40533	10	3	20	18	3	14
ofav40536	5	1	2	1	0	4
ofav40538	1	1	6	14	1	16
ofav40543	8	1	5	3	1	6
ofav40548	49	5	10	21	12	20
ofav40556	7	2	7	9	5	11
ofav40557	0	0	3	4	5	12
ofav40559	1	0	7	8	3	10
ofav40561	4	0	4	7	1	1
ofav40563	2	0	1	2	1	0
ofav40565	0	0	2	3	0	1
ofav40570	1	1	9	5	6	6
ofav40574	20	1	7	9	0	5
ofav40578	5	1	18	5	6	8
ofav40580	3	5	11	10	8	30
ofav40583	0	0	0	0	0	0
ofav40584	2	1	9	19	1	13
ofav40586	0	0	3	2	0	1
ofav40587	2	0	1	2	1	0
ofav40590	2	0	21	14	3	20
ofav40593	3	5	12	7	1	15
ofav40595	0	0	0	0	0	0
ofav40602	0	2	11	0	4	4
ofav40603	9	7	9	16	0	17
ofav40605	1	0	0	0	0	0
ofav40608	0	0	0	0	0	2
ofav40610	13	2	80	26	15	50
ofav40613	0	0	0	0	0	1
ofav40614	0	0	1	0	1	0
ofav40621	4	4	6	5	3	9
ofav40627	0	0	0	0	0	0
ofav40629	0	0	0	0	0	0
ofav40631	17	11	15	28	10	13
ofav40635	0	0	5	2	1	2
ofav40636	0	0	5	12	4	8
ofav40638	18	2	1	2	0	4
ofav40641	10	1	18	11	4	13
ofav40643	2	6	3	10	9	25
ofav40644	0	0	1	5	0	0
ofav40646	1	0	0	2	0	2
ofav40648	1	0	9	2	0	8
ofav40649	1	4	7	9	0	3
ofav4065	0	0	0	0	0	0
ofav40652	0	0	0	0	1	1
ofav40654	4	0	5	6	0	2
ofav40655	0	3	0	1	2	2
ofav40656	0	0	0	0	0	0
ofav40657	4	1	11	16	3	17
ofav40664	0	0	0	0	0	0
ofav40666	0	0	3	3	1	1
ofav40671	0	0	0	0	0	1
ofav40674	0	0	0	0	0	0
ofav40677	42	14	20	29	2	30
ofav40680	36	3	23	33	2	7
ofav40684	0	0	2	2	0	1
ofav40686	0	0	1	0	0	1
ofav40687	0	0	0	0	0	0
ofav40690	0	0	4	2	1	1
ofav40691	1	1	0	1	0	1
ofav40695	0	0	0	0	0	0
ofav40697	0	0	0	0	1	0
ofav40699	0	0	2	1	1	3
ofav40701	2	0	11	7	0	11
ofav40705	0	1	1	0	0	0
ofav40708	3	3	29	41	19	25
ofav40709	7	1	7	4	0	13
ofav40712	0	0	0	0	0	0
ofav40714	19	1	15	10	2	16
ofav40715	0	0	5	8	0	15
ofav40717	29	6	29	18	3	18
ofav40722	4	3	9	6	4	17
ofav40727	1	0	2	0	0	0
ofav40736	0	1	7	4	4	12
ofav40737	0	0	2	2	3	2
ofav40739	1	0	0	0	0	0
ofav40740	15	8	32	19	10	43
ofav40741	0	1	12	5	3	6
ofav40742	7	2	21	9	3	13
ofav40744	0	0	6	3	3	6
ofav40747	1	0	5	6	0	14
ofav40751	11	0	7	6	4	5
ofav40753	0	0	1	2	0	3
ofav40756	0	1	0	0	0	0
ofav40759	0	0	3	2	2	0
ofav40760	7	4	18	32	3	44
ofav40761	36	1	35	19	4	21
ofav40766	1	0	2	1	0	4
ofav40769	0	0	0	0	0	1
ofav40770	0	1	1	0	0	3
ofav40773	0	0	1	0	0	0
ofav40774	0	0	0	0	0	0
ofav40775	0	0	1	2	0	3
ofav40776	0	1	2	13	2	8
ofav40777	1	0	0	2	0	4
ofav40778	26	0	26	19	10	22
ofav40781	54	1	95	74	16	80
ofav40785	1	0	0	1	1	2
ofav40787	1	0	2	2	0	1
ofav40788	1	0	1	0	0	9
ofav40789	55	18	76	91	27	102
ofav40790	1	11	9	32	1	11
ofav40796	10	0	2	1	0	0
ofav40799	0	0	0	2	0	0
ofav40805	3	9	9	23	8	28
ofav40806	0	0	0	0	2	0
ofav40807	0	0	4	2	1	2
ofav40811	6	0	6	6	0	7
ofav40816	5	0	7	2	3	4
ofav40818	3	0	1	0	0	0
ofav40820	0	0	12	1	3	2
ofav40821	0	0	0	0	0	0
ofav40822	1	0	8	3	1	6
ofav40823	0	0	0	3	0	5
ofav40824	2	0	13	20	10	32
ofav40825	1	1	7	8	0	4
ofav40826	2	0	5	11	2	13
ofav40829	0	0	0	1	0	1
ofav40830	1	2	9	23	1	27
ofav40831	6	1	4	10	0	9
ofav40836	1	0	0	1	0	1
ofav40837	0	0	2	4	0	1
ofav40838	2	2	0	8	4	9
ofav40839	0	0	1	0	3	0
ofav40842	40	12	28	44	13	19
ofav40843	24	4	26	47	8	40
ofav40847	1	3	9	5	1	8
ofav40848	0	1	7	9	2	6
ofav40849	0	0	3	2	0	2
ofav40850	0	0	6	3	0	4
ofav40851	3	3	27	24	5	19
ofav40859	13	0	14	33	18	26
ofav40861	5	0	1	4	2	4
ofav40862	0	0	3	0	1	0
ofav40864	0	5	2	2	0	4
ofav40876	0	0	3	12	1	10
ofav40878	1	0	2	1	1	1
ofav40879	0	0	0	0	0	0
ofav40881	10	0	6	15	0	5
ofav40882	0	0	0	0	0	1
ofav40885	0	0	0	0	0	1
ofav40887	0	0	0	3	0	0
ofav40889	4	0	8	4	0	1
ofav40890	0	1	1	0	0	0
ofav40893	0	0	3	3	5	12
ofav40894	8	2	9	8	2	10
ofav40899	1	1	8	3	0	6
ofav40903	0	0	1	1	0	0
ofav40904	0	0	6	2	3	1
ofav40905	1	8	17	7	2	9
ofav40906	1	0	2	1	1	2
ofav40910	20	9	107	142	44	198
ofav40911	0	4	6	5	1	3
ofav40912	0	2	3	4	3	8
ofav40914	13	23	50	47	24	49
ofav40915	0	1	5	4	2	0
ofav40917	0	0	0	0	0	0
ofav40918	0	0	6	5	0	4
ofav40919	16	57	86	156	63	159
ofav40921	13	0	23	38	14	10
ofav40925	1	4	3	3	2	1
ofav40927	0	0	1	1	0	5
ofav40932	3	1	4	11	1	6
ofav40934	34	3	35	25	7	24
ofav40935	117	8	41	59	15	26
ofav40936	0	0	6	2	0	4
ofav40938	0	1	2	0	0	2
ofav40939	4	3	5	10	4	13
ofav40941	7	1	20	14	7	11
ofav40944	1	0	1	2	2	1
ofav40946	0	0	1	0	0	0
ofav40948	0	0	1	1	0	5
ofav40949	0	3	8	9	3	11
ofav40956	5	5	3	7	1	3
ofav40959	8	1	9	13	1	9
ofav40962	15	1	14	8	1	10
ofav40963	3	0	0	2	1	3
ofav40964	1	0	1	0	0	0
ofav40965	0	0	1	2	0	1
ofav40966	23	28	27	36	14	19
ofav40967	5	11	22	23	6	18
ofav40970	0	0	0	0	0	0
ofav40971	0	0	0	0	0	0
ofav40974	0	0	0	0	0	0
ofav40978	4	3	6	7	1	8
ofav40979	1	1	6	8	1	16
ofav40983	6	4	10	4	0	5
ofav40985	0	0	2	2	0	0
ofav40986	3	2	3	9	1	8
ofav40992	0	1	1	1	0	1
ofav40999	3	0	2	2	1	2
ofav41000	3	0	13	2	0	4
ofav41001	22	8	26	52	11	34
ofav41002	3	1	1	3	0	3
ofav41006	0	0	3	0	0	1
ofav4101	0	0	0	0	0	0
ofav41018	0	0	2	1	0	0
ofav41020	3	5	6	13	0	7
ofav41021	0	1	2	0	0	3
ofav41024	0	0	1	1	2	2
ofav41030	0	0	1	0	0	2
ofav41034	0	0	2	1	0	3
ofav41035	0	0	1	3	1	2
ofav41036	0	0	0	0	0	1
ofav41038	0	0	0	0	0	0
ofav41040	0	0	0	0	0	1
ofav41042	0	0	3	0	1	4
ofav41044	23	6	18	24	4	23
ofav41045	0	0	0	0	0	0
ofav41047	6	4	8	5	5	3
ofav41048	5	0	11	2	0	6
ofav4105	0	0	0	1	0	1
ofav41051	0	0	0	0	0	0
ofav41054	1	0	0	0	0	0
ofav41055	0	0	3	5	1	6
ofav41056	0	2	5	0	3	0
ofav41057	0	1	7	1	2	3
ofav41058	6	0	5	15	2	6
ofav41060	0	0	0	0	0	0
ofav41064	0	0	0	0	0	1
ofav41066	7	1	4	15	3	11
ofav41067	0	2	6	5	1	16
ofav41068	1	0	14	15	4	3
ofav41073	0	0	0	0	0	0
ofav41077	14	12	14	36	6	12
ofav41078	0	1	10	4	2	5
ofav41080	16	1	18	32	16	45
ofav41084	0	0	0	0	0	0
ofav41087	0	0	0	0	0	0
ofav41088	0	1	2	1	0	1
ofav41093	0	0	0	0	0	0
ofav41095	1	3	4	3	0	1
ofav41099	0	0	2	0	0	2
ofav41100	2	1	4	1	0	2
ofav41103	19	8	39	68	11	45
ofav41107	0	1	2	2	0	0
ofav41108	1	0	6	5	3	8
ofav41109	0	2	0	3	1	0
ofav41110	1	1	7	6	1	17
ofav41120	1	0	4	0	2	6
ofav41126	3	0	1	6	6	16
ofav41127	19	3	20	10	1	7
ofav41133	0	5	4	4	3	3
ofav41142	5	3	5	12	1	7
ofav41145	2	0	20	12	6	21
ofav41148	1	0	4	6	0	8
ofav41150	2	0	10	13	7	21
ofav41152	0	0	0	0	0	3
ofav41153	7	1	22	15	6	31
ofav41158	4	0	12	17	2	13
ofav41159	35	3	33	13	7	7
ofav41160	7	0	4	8	3	4
ofav41165	6	1	14	13	3	14
ofav41172	0	0	1	1	0	0
ofav41173	0	0	7	4	1	1
ofav41176	1	1	2	10	0	4
ofav4118	0	0	0	1	0	0
ofav41180	4	0	9	10	3	8
ofav41181	4	6	5	6	1	7
ofav41182	0	0	0	0	0	0
ofav41184	0	1	9	19	8	18
ofav41185	0	2	1	3	0	0
ofav41186	0	0	1	2	0	4
ofav41187	0	4	2	3	0	3
ofav41189	0	0	1	0	0	0
ofav41191	0	6	0	1	0	6
ofav41192	0	0	2	0	0	1
ofav41193	0	0	0	0	1	3
ofav41195	2	0	13	12	2	10
ofav41198	6	56	15	34	29	12
ofav41199	0	0	1	0	0	2
ofav41200	5	2	22	23	2	12
ofav41201	4	0	8	14	5	2
ofav41202	9	0	9	7	0	7
ofav41203	89	35	33	43	11	30
ofav41204	1	0	2	2	3	4
ofav41206	0	3	0	1	0	3
ofav41208	0	1	5	9	8	6
ofav41209	0	1	6	1	0	1
ofav41212	0	1	5	4	0	6
ofav41217	6	0	1	3	1	1
ofav41221	0	0	1	0	1	1
ofav41223	0	0	0	1	3	1
ofav41224	49	17	33	68	11	26
ofav41225	2	0	18	8	6	9
ofav41226	2	15	7	10	7	11
ofav41230	0	0	6	4	0	3
ofav41233	1	2	9	9	11	13
ofav41237	0	0	4	4	0	6
ofav41238	1	2	6	6	0	7
ofav4124	0	0	0	1	0	0
ofav41240	0	0	1	1	0	1
ofav41242	0	0	1	1	4	1
ofav41243	0	0	2	5	0	0
ofav41249	0	0	4	8	0	2
ofav41251	9	7	8	11	3	2
ofav41254	0	0	2	0	0	0
ofav41255	1	0	11	6	7	21
ofav41256	4	1	12	21	12	25
ofav41259	0	2	2	1	0	0
ofav41260	3	0	4	4	2	6
ofav41262	23	11	34	68	19	60
ofav41264	3	4	10	15	5	20
ofav41265	0	1	4	2	2	5
ofav41270	13	0	1	3	2	0
ofav41276	25	3	20	34	8	28
ofav41277	22	4	28	26	6	26
ofav41278	0	0	0	0	0	0
ofav41283	6	0	8	7	2	5
ofav41284	62	6	19	25	4	17
ofav41285	1	1	2	3	1	3
ofav41287	0	0	1	1	2	6
ofav41288	1	8	11	11	8	12
ofav4129	0	0	2	3	0	1
ofav41291	3	1	7	8	2	9
ofav41293	0	0	0	0	0	1
ofav41295	4	4	13	20	9	21
ofav41296	1	0	5	2	0	3
ofav41299	2	0	1	2	1	1
ofav41301	1	0	12	9	0	5
ofav41305	0	0	0	0	0	0
ofav41306	1	0	1	1	0	3
ofav41309	4	0	27	29	1	19
ofav41317	0	0	2	3	0	0
