	BR-A-fav_uptake_S1_L007_R1_001.fastq.trim.sam.counts	BR-B-fav_uptake_S2_L007_R1_001.fastq.trim.sam.counts	BR-C-fav_uptake_S3_L007_R1_001.fastq.trim.sam.counts	BR-D-fav_uptake_S4_L007_R1_001.fastq.trim.sam.counts	CR-A-fav_uptake_S5_L007_R1_001.fastq.trim.sam.counts	CR-B-fav_uptake_S6_L007_R1_001.fastq.trim.sam.counts	CR-C-fav_uptake_S7_L007_R1_001.fastq.trim.sam.counts	DR-A-fav_uptake_S8_L007_R1_001.fastq.trim.sam.counts	DR-B-fav_uptake_S9_L007_R1_001.fastq.trim.sam.counts	DR-C-fav_uptake_S10_L007_R1_001.fastq.trim.sam.counts	DR-D-fav_uptake_S11_L007_R1_001.fastq.trim.sam.counts	
ofav39388	99	16	1601	3	2	4	0	2727	2	141	2657	
ofav39389	7	2	114	0	0	0	0	149	0	5	172	
ofav39393	0	0	22	0	0	0	0	3	0	0	10	
ofav39404	35	0	374	0	1	0	0	189	0	4	232	
ofav3941	0	0	2	0	0	0	0	4	0	0	1	
ofav39415	0	0	12	0	0	0	0	22	0	0	5	
ofav39417	18	1	34	1	0	0	0	65	1	2	55	
ofav39422	0	0	20	0	1	0	0	18	0	1	28	
ofav39428	3	0	26	0	0	0	0	21	0	2	27	
ofav39437	0	2	54	0	0	0	0	72	0	2	100	
ofav3944	1	0	1	0	0	0	0	1	0	0	2	
ofav39440	1	1	41	0	0	0	0	7	0	0	8	
ofav39442	2	0	39	0	0	0	0	44	1	2	94	
ofav39444	6	0	113	0	0	0	0	86	0	4	77	
ofav39452	0	0	3	0	0	0	0	1	0	0	2	
ofav39456	0	0	8	0	0	0	0	1	0	1	9	
ofav39458	2	5	107	0	0	0	0	148	1	4	255	
ofav39461	0	9	0	0	0	0	0	0	0	0	1	
ofav39466	0	0	36	0	0	0	0	3	0	3	31	
ofav39473	5	0	27	0	0	0	0	69	0	4	73	
ofav39478	1	0	73	0	0	0	0	19	0	1	38	
ofav39481	42	7	600	1	1	1	0	749	1	37	978	
ofav39483	1	0	3	0	0	0	0	1	0	0	10	
ofav39487	8	0	65	0	0	0	0	42	0	2	67	
ofav39492	0	0	6	0	0	0	0	24	0	0	14	
ofav39498	0	0	10	0	0	0	0	7	0	0	9	
ofav39502	19	0	90	0	0	0	0	57	1	2	76	
ofav39503	1	4	43	0	0	0	0	52	0	3	67	
ofav39505	0	0	7	0	0	0	0	3	0	2	6	
ofav39513	1	3	17	0	0	0	0	33	0	0	73	
ofav39514	21	1	165	0	0	0	0	219	0	9	235	
ofav39515	0	0	26	0	0	0	0	25	0	3	59	
ofav39522	0	0	11	0	0	0	0	18	0	0	17	
ofav39528	0	0	0	0	0	0	0	1	0	1	4	
ofav39531	0	3	53	0	0	0	0	46	1	0	53	
ofav39534	0	0	5	0	0	0	0	1	0	0	2	
ofav39535	8	0	53	0	0	0	0	30	0	3	46	
ofav39536	12	10	179	0	0	0	0	143	1	1	183	
ofav39537	1	0	13	0	0	0	0	19	0	0	9	
ofav39538	0	0	40	0	0	0	0	49	0	1	68	
ofav39541	0	0	14	0	0	0	0	13	0	3	7	
ofav39544	7	0	61	0	0	0	0	85	0	1	116	
ofav39547	7	2	61	0	0	0	0	142	0	1	103	
ofav39550	0	0	6	0	0	0	0	4	2	0	9	
ofav39552	1	3	63	0	0	0	0	51	1	4	83	
ofav39554	0	0	8	0	0	0	0	1	0	0	15	
ofav39558	0	0	1	0	0	0	0	0	0	0	3	
ofav39564	0	0	2	0	0	0	0	0	0	0	1	
ofav39565	1	0	32	0	0	0	0	58	0	0	54	
ofav39570	4	0	20	0	0	0	0	11	0	1	7	
ofav39573	0	1	54	0	0	0	0	56	0	1	82	
ofav39576	0	0	3	0	0	0	0	2	0	0	2	
ofav39577	0	9	87	0	0	0	0	109	0	4	82	
ofav39578	0	0	7	0	0	0	0	25	0	0	30	
ofav39580	1	1	21	0	0	0	0	20	0	0	43	
ofav39583	0	0	76	0	0	0	0	63	0	1	40	
ofav39585	0	0	6	0	0	0	0	1	0	0	6	
ofav39592	0	0	19	0	0	0	0	12	0	1	26	
ofav39593	0	0	2	0	0	0	0	4	0	1	7	
ofav39594	1	5	50	0	0	0	0	58	0	0	86	
ofav39597	1	1	10	0	0	0	0	17	0	1	18	
ofav39599	0	0	8	0	0	0	0	7	0	0	4	
ofav39601	0	0	6	0	0	0	0	12	0	0	29	
ofav39607	0	1	28	0	0	0	0	8	0	0	9	
ofav39608	20	1	43	0	0	0	0	43	0	3	45	
ofav3961	0	0	4	0	0	0	0	2	0	0	3	
ofav39610	1	0	445	0	0	1	0	260	1	21	1004	
ofav39611	1	0	39	0	0	0	0	69	0	0	102	
ofav39613	7	0	61	0	0	0	0	40	0	0	80	
ofav39615	1	0	21	0	0	0	0	6	0	0	13	
ofav39616	5	2	42	0	0	0	0	80	0	3	61	
ofav39621	0	0	8	0	0	0	0	5	0	0	12	
ofav39623	5	2	79	0	0	0	0	40	1	0	156	
ofav39626	1	1	21	0	0	1	0	71	0	1	71	
ofav39629	1	0	16	0	0	0	0	3	0	0	10	
ofav39633	47	9	647	2	0	1	0	773	3	25	1134	
ofav39639	0	2	95	0	0	0	0	90	0	1	107	
ofav39642	0	0	5	0	0	0	0	4	0	0	8	
ofav39647	0	0	3	0	0	0	0	1	0	0	1	
ofav39653	0	0	28	0	0	0	0	16	0	1	23	
ofav39654	1	3	46	0	0	0	0	28	0	2	49	
ofav39656	5	0	40	0	0	0	0	96	0	1	70	
ofav39659	1	0	45	0	0	0	0	30	0	7	56	
ofav39660	0	0	4	0	0	0	0	0	0	0	2	
ofav39663	1	1	43	0	0	0	0	65	0	0	93	
ofav39665	0	5	57	0	0	0	0	47	0	4	78	
ofav39667	0	0	10	0	0	0	0	4	0	0	4	
ofav39668	0	0	2	0	0	0	0	0	0	0	1	
ofav39670	0	2	44	1	0	0	0	49	0	4	82	
ofav39671	0	0	3	0	0	0	0	8	0	0	8	
ofav39674	1	0	14	0	0	0	0	14	0	0	13	
ofav39677	0	1	26	1	0	0	0	10	0	2	18	
ofav39678	0	0	41	0	0	0	0	57	0	1	134	
ofav39680	0	0	131	0	1	0	0	240	1	11	279	
ofav39685	0	1	13	0	0	0	0	13	0	0	25	
ofav39691	0	0	0	0	0	0	0	0	0	0	3	
ofav39695	0	0	8	0	0	0	0	5	0	0	4	
ofav39697	4	0	49	0	0	0	0	63	0	0	81	
ofav39702	12	2	192	0	0	0	0	205	1	6	298	
ofav39703	0	1	56	0	0	0	0	42	0	3	87	
ofav39706	4	1	83	0	0	0	0	91	0	7	93	
ofav39714	0	1	14	0	0	0	0	8	0	0	6	
ofav39719	19	16	248	1	0	0	0	296	0	11	188	
ofav39720	32	8	277	0	0	0	0	176	2	7	238	
ofav39722	3	1	238	0	0	0	0	268	0	8	289	
ofav39729	0	0	0	0	0	0	0	0	0	0	1	
ofav39731	1	0	20	0	0	0	0	6	0	0	11	
ofav39736	5	2	104	0	0	0	0	105	0	0	128	
ofav39738	21	0	317	2	0	0	0	353	0	18	545	
ofav39739	0	0	3	0	0	0	0	0	0	1	6	
ofav39744	0	0	15	0	0	0	0	26	0	0	24	
ofav39745	0	0	1	0	0	0	0	0	0	0	0	
ofav39746	0	1	27	0	0	0	0	43	0	1	59	
ofav39748	0	1	2	0	0	0	0	0	0	0	0	
ofav39752	12	5	114	0	0	0	0	207	0	11	182	
ofav39754	37	9	660	0	2	0	0	900	1	29	1059	
ofav39755	9	7	125	0	0	0	0	35	0	1	122	
ofav39759	0	0	7	0	0	0	0	23	0	0	20	
ofav39762	0	0	0	0	0	0	0	0	0	0	2	
ofav39765	1	1	12	0	0	0	0	5	0	0	42	
ofav39767	1	4	21	0	1	0	0	8	0	0	20	
ofav39768	0	0	24	0	0	0	0	35	0	2	27	
ofav39771	0	0	4	0	0	0	0	0	0	0	8	
ofav39781	25	6	159	0	0	0	0	131	1	2	141	
ofav39783	0	0	1	0	0	0	0	3	0	0	6	
ofav39787	3	1	112	0	0	0	0	90	0	3	106	
ofav39788	0	0	5	0	0	0	0	2	0	0	3	
ofav39791	0	0	5	0	0	0	0	21	0	4	14	
ofav39793	3	2	117	0	0	0	0	77	0	4	44	
ofav39798	39	23	702	1	0	0	0	610	2	82	2007	
ofav39802	0	0	10	0	0	0	0	5	0	0	9	
ofav39803	3	1	43	0	0	0	0	59	0	0	53	
ofav39805	0	1	2	0	0	0	0	4	0	0	0	
ofav39808	34	2	175	0	0	0	0	380	1	9	338	
ofav39809	0	0	3	0	0	0	0	2	0	0	1	
ofav3981	0	0	6	0	0	0	0	5	0	0	1	
ofav39812	4	5	61	1	0	0	0	32	0	2	29	
ofav39817	0	0	3	0	0	0	0	2	0	1	5	
ofav39826	0	0	19	0	0	0	0	36	0	0	34	
ofav39828	0	2	7	0	0	0	0	1	0	0	16	
ofav39829	39	6	201	0	0	0	0	221	0	7	267	
ofav39832	0	0	1	0	0	0	0	1	0	0	4	
ofav39837	0	0	0	0	0	0	0	7	0	0	2	
ofav39839	1	0	61	0	0	0	0	49	0	2	128	
ofav39841	2	0	26	0	0	0	0	21	0	0	43	
ofav39844	0	0	2	0	0	0	0	1	0	0	2	
ofav39845	4	0	18	0	0	0	0	28	0	0	23	
ofav39846	5	4	142	0	0	0	0	140	0	6	295	
ofav39847	0	0	5	0	0	0	0	15	0	0	6	
ofav39848	43	22	629	1	1	2	0	1014	5	32	927	
ofav39850	1	1	51	0	0	0	0	56	0	1	44	
ofav39852	10	0	231	0	1	0	1	155	0	6	223	
ofav39854	8	1	16	0	0	0	0	25	0	2	19	
ofav39859	5	4	20	0	0	0	0	26	0	0	27	
ofav39863	4	0	79	0	0	0	0	143	0	1	108	
ofav39867	0	0	21	0	0	0	0	9	0	0	5	
ofav39870	1	1	1	0	0	0	0	7	0	0	5	
ofav39876	0	7	24	0	0	0	0	14	0	1	19	
ofav39881	3	0	14	0	0	0	0	34	0	3	18	
ofav39883	87	10	322	2	1	1	0	605	2	24	713	
ofav39884	6	5	69	0	0	0	0	76	0	0	57	
ofav39886	3	1	48	0	1	0	0	42	0	0	73	
ofav39889	34	9	530	2	0	1	0	953	0	15	703	
ofav39900	0	0	10	0	0	0	0	6	0	0	5	
ofav39901	0	0	27	1	0	0	0	10	0	0	19	
ofav39903	12	3	189	1	0	1	0	173	0	6	152	
ofav39904	1	0	80	0	0	0	0	101	0	2	100	
ofav39906	5	0	3	0	0	0	0	0	0	0	0	
ofav39911	0	0	2	0	0	0	0	2	0	0	1	
ofav39913	359	8	1800	4	2	1	1	1145	7	47	2278	
ofav39917	0	0	0	0	0	0	0	0	0	0	1	
ofav39919	4	1	201	0	0	0	0	275	0	4	362	
ofav39920	17	43	209	0	0	1	0	133	1	14	348	
ofav39922	27	6	243	0	0	0	0	329	0	9	362	
ofav39923	34	21	317	0	0	1	0	54	0	1	65	
ofav39926	0	0	23	0	0	0	0	28	0	0	34	
ofav39927	11	4	61	0	0	0	0	50	0	1	57	
ofav39931	3	1	80	0	0	0	0	54	0	3	93	
ofav39934	0	0	6	0	0	0	0	11	1	1	22	
ofav39937	0	0	1	0	0	0	0	1	0	0	3	
ofav39940	0	0	0	0	0	0	0	0	0	0	4	
ofav39941	25	1	173	0	0	0	0	373	0	8	239	
ofav39942	42	0	264	0	0	0	0	225	0	9	156	
ofav39945	2	0	9	0	0	0	0	11	0	0	16	
ofav39948	15	1	99	1	0	0	0	54	0	0	90	
ofav39951	9	4	79	1	0	1	0	140	0	9	250	
ofav39952	0	0	0	0	0	0	0	2	0	0	2	
ofav39955	0	0	0	0	0	0	0	0	0	0	3	
ofav39956	1	0	15	0	0	0	0	24	0	0	23	
ofav39959	2	0	226	1	0	0	0	194	0	7	255	
ofav39961	3	0	21	0	0	0	0	42	0	0	40	
ofav39962	26	6	137	0	0	0	0	58	0	1	90	
ofav39967	1	0	28	0	0	0	0	7	0	1	18	
ofav39968	0	0	2	0	0	0	0	0	0	0	0	
ofav39971	0	0	37	0	0	0	0	31	0	0	99	
ofav39973	0	0	3	0	0	0	0	3	0	0	14	
ofav39978	6	0	30	0	0	0	0	17	0	0	14	
ofav39983	66	35	431	0	0	2	0	834	1	25	611	
ofav39986	13	1	144	0	0	1	0	144	0	2	107	
ofav39990	20	9	275	1	0	0	0	238	1	2	214	
ofav39993	1	1	124	0	0	0	0	70	0	8	92	
ofav39997	32	10	338	1	0	1	0	375	0	25	508	
ofav40000	2	0	32	0	0	0	0	32	0	0	38	
ofav40002	3	1	160	0	0	1	0	151	0	4	370	
ofav40007	0	0	26	0	0	0	0	23	0	0	23	
ofav40008	0	0	26	0	0	0	0	17	0	1	31	
ofav40009	1	1	50	0	0	1	0	53	0	4	78	
ofav40011	0	1	87	0	0	0	0	54	0	1	81	
ofav40013	4	0	64	0	0	0	0	75	0	7	89	
ofav40014	0	0	3	0	0	0	0	0	0	0	3	
ofav40019	0	0	0	0	0	0	0	0	0	0	4	
ofav40020	2	0	17	0	0	0	0	4	0	0	3	
ofav40021	2	1	34	0	0	0	0	38	0	0	45	
ofav40023	39	29	88	1	0	0	0	163	1	3	104	
ofav40035	0	0	3	0	0	0	0	3	0	0	7	
ofav40042	1	0	10	0	0	1	0	9	0	1	15	
ofav40053	0	0	0	0	0	0	0	2	0	0	2	
ofav40054	4	0	35	0	0	0	0	24	0	0	26	
ofav40058	0	0	3	0	0	0	0	0	0	0	0	
ofav40064	18	1	76	0	0	0	0	93	0	0	60	
ofav40066	0	2	22	0	0	0	0	31	0	2	19	
ofav40069	0	0	0	0	0	0	0	1	0	0	2	
ofav40072	0	0	6	0	0	0	0	5	0	0	2	
ofav40075	7	9	381	0	0	0	0	300	0	13	379	
ofav40076	0	0	4	0	0	0	0	1	0	0	4	
ofav40082	0	0	34	0	0	0	0	43	0	0	39	
ofav40089	4	0	26	0	0	0	0	12	0	3	14	
ofav40093	0	0	25	0	0	0	0	26	0	0	42	
ofav40094	0	0	90	0	0	0	0	82	0	0	74	
ofav401	0	0	6	0	0	0	0	7	0	0	36	
ofav40100	12	11	222	0	0	1	0	353	0	22	566	
ofav40101	0	0	0	0	0	0	0	0	0	0	1	
ofav40102	0	0	3	0	0	0	0	0	0	0	5	
ofav40103	4	0	62	0	0	0	0	14	0	0	37	
ofav40109	0	0	20	0	0	0	0	12	0	4	33	
ofav40113	1	0	5	0	0	0	0	6	0	0	5	
ofav40121	0	0	6	0	0	0	0	10	0	0	11	
ofav40126	1	2	89	0	0	0	0	82	0	0	76	
ofav40128	1	0	10	0	0	0	0	13	0	0	17	
ofav40129	3	1	42	0	0	0	0	48	0	1	52	
ofav40130	0	0	64	0	0	0	0	11	0	0	12	
ofav40133	43	7	65	1	0	0	0	67	0	5	49	
ofav40139	5	4	81	1	0	0	0	71	0	9	118	
ofav40140	7	0	60	0	0	0	0	59	0	0	86	
ofav40145	15	2	118	0	0	0	0	176	0	2	216	
ofav40149	8	4	42	0	0	0	0	32	0	0	49	
ofav40151	0	1	62	0	0	0	0	62	0	7	80	
ofav40153	0	0	6	0	0	0	0	4	0	1	10	
ofav40155	0	0	41	0	0	0	0	25	0	0	31	
ofav40156	0	0	7	0	0	0	0	11	0	0	14	
ofav40157	0	0	12	0	0	0	0	2	0	2	3	
ofav40158	5	7	152	0	0	0	0	89	0	2	96	
ofav40168	0	0	3	0	0	0	0	3	0	2	7	
ofav40169	8	16	187	0	0	0	0	203	0	1	159	
ofav40171	1	0	32	0	0	0	0	62	0	2	40	
ofav40172	5	2	74	0	0	0	0	69	0	2	89	
ofav40174	0	2	12	0	0	0	0	13	0	0	23	
ofav40176	6	0	16	0	0	0	0	10	0	0	3	
ofav40177	1	1	100	0	0	0	0	83	0	8	191	
ofav40178	3	1	79	0	0	1	0	108	0	10	207	
ofav40182	0	0	4	0	0	0	0	0	0	0	0	
ofav40185	0	0	1	0	0	0	0	0	0	0	0	
ofav40186	3	0	42	0	0	0	0	38	0	5	38	
ofav40187	2	0	18	0	0	0	0	23	0	0	9	
ofav40188	0	0	2	0	0	0	0	5	0	0	2	
ofav40190	0	0	2	0	0	0	0	5	0	0	2	
ofav40192	0	0	6	0	0	0	0	5	0	0	13	
ofav40193	0	5	19	0	0	0	0	37	0	0	24	
ofav40195	28	2	122	0	0	0	0	191	0	9	159	
ofav40199	1	3	32	0	0	0	0	67	0	4	114	
ofav40201	1	7	21	0	0	0	0	30	0	0	25	
ofav40203	4	0	97	0	0	0	0	110	0	1	86	
ofav40204	1	0	66	0	0	0	0	105	0	1	137	
ofav40211	4	0	25	0	0	0	0	29	0	0	24	
ofav40213	0	0	7	0	0	0	0	2	0	0	16	
ofav40214	7	0	92	0	1	1	0	165	0	0	222	
ofav40217	0	0	0	0	0	0	0	0	0	0	1	
ofav40227	0	0	28	0	0	0	0	32	0	3	43	
ofav40239	44	8	278	0	0	0	0	546	0	13	424	
ofav40243	0	0	12	0	0	0	0	2	0	0	1	
ofav40244	22	0	63	0	0	0	0	69	0	0	51	
ofav40245	0	1	4	0	0	0	0	10	0	5	13	
ofav40247	2	3	73	0	0	0	0	38	0	2	183	
ofav40249	5	0	53	0	0	0	0	75	1	6	95	
ofav40254	7	4	96	0	0	0	0	102	0	0	91	
ofav40258	0	0	18	0	0	0	0	13	0	1	24	
ofav40259	17	0	61	0	0	0	0	88	0	1	107	
ofav40261	0	0	0	0	0	0	0	0	0	0	1	
ofav40263	3	0	30	0	0	0	0	18	0	0	42	
ofav40264	7	0	82	0	0	0	0	90	2	3	73	
ofav40265	38	6	429	0	1	0	0	144	0	1	154	
ofav40266	13	1	40	0	0	0	0	69	0	0	61	
ofav40267	0	0	23	0	0	0	0	9	0	1	16	
ofav4027	0	0	1	0	0	0	0	0	0	0	0	
ofav40270	0	0	15	0	0	0	0	4	0	0	9	
ofav40272	0	0	33	0	0	0	0	22	0	0	41	
ofav40274	4	9	3	0	0	0	0	6	0	4	14	
ofav40281	2	0	59	0	0	0	0	88	0	1	81	
ofav40285	5	7	262	0	0	0	0	145	0	2	117	
ofav40288	1	2	107	0	0	0	0	67	0	8	77	
ofav40292	0	1	8	0	0	0	0	8	0	0	11	
ofav40294	0	0	1	0	0	0	0	2	0	0	4	
ofav40295	0	1	53	0	0	0	0	53	1	0	62	
ofav40298	7	0	94	0	0	0	0	92	0	2	110	
ofav40299	2	0	22	0	0	0	0	15	0	0	11	
ofav40300	0	0	21	0	0	0	0	11	0	0	27	
ofav40302	2	2	82	0	0	1	0	110	0	7	147	
ofav40308	30	2	260	0	0	0	0	282	0	6	272	
ofav4031	0	0	1	0	0	0	0	0	0	0	0	
ofav40310	0	0	2	0	0	0	0	2	0	0	2	
ofav40314	0	0	12	0	0	0	0	15	0	0	16	
ofav40315	0	0	8	0	0	0	0	17	0	0	17	
ofav40316	1	2	27	0	0	0	0	47	0	0	16	
ofav40317	12	1	68	0	0	0	0	69	0	1	37	
ofav40320	1	2	145	0	0	0	0	112	0	7	200	
ofav40323	0	0	27	0	0	0	0	26	0	1	49	
ofav40324	10	0	134	1	0	0	0	247	0	2	223	
ofav40325	0	0	2	0	0	0	0	2	0	0	0	
ofav40326	6	0	44	0	0	0	0	44	0	0	44	
ofav40333	0	3	31	0	0	0	0	30	0	0	60	
ofav40335	9	12	153	0	1	0	0	257	0	18	409	
ofav40337	0	0	3	0	0	0	0	2	0	0	3	
ofav40338	20	5	226	0	0	2	0	126	1	1	153	
ofav40343	0	1	62	0	0	0	0	31	0	1	56	
ofav40346	0	3	146	3	2	0	0	210	2	4	403	
ofav40347	0	0	0	0	0	0	0	0	0	0	2	
ofav40351	0	0	9	0	0	0	0	7	0	0	14	
ofav40352	0	0	7	0	0	0	0	8	0	0	24	
ofav40358	9	2	279	0	0	0	0	243	2	10	242	
ofav40360	0	0	23	0	0	0	0	17	0	1	88	
ofav40363	8	2	40	0	0	0	0	41	0	1	58	
ofav40364	1	0	25	0	0	0	0	30	0	1	42	
ofav40367	0	0	3	0	0	0	0	2	0	0	5	
ofav40369	0	0	0	0	0	0	0	1	0	0	3	
ofav40370	0	2	13	0	0	0	0	7	0	0	5	
ofav40377	8	2	38	0	0	0	0	55	0	2	53	
ofav40378	1	0	6	0	0	0	0	6	0	1	7	
ofav40380	0	0	1	0	0	0	0	3	0	0	0	
ofav40386	0	0	5	0	0	0	0	8	0	0	19	
ofav40388	0	0	12	0	0	0	0	3	0	0	5	
ofav40391	0	0	0	0	0	0	0	0	0	0	1	
ofav40394	1	1	44	1	0	0	0	27	0	0	48	
ofav40395	0	3	14	0	0	0	0	6	0	0	2	
ofav40398	4	0	86	0	0	1	0	101	0	1	159	
ofav40400	0	0	6	0	0	0	0	3	0	1	11	
ofav40401	0	0	2	0	0	0	0	7	0	0	0	
ofav40402	2	0	58	0	0	0	1	74	0	0	116	
ofav40403	0	0	58	0	0	0	0	26	0	0	42	
ofav40404	0	0	23	0	0	0	0	11	0	0	26	
ofav40406	4	0	29	0	0	0	0	44	0	0	73	
ofav40413	12	3	76	0	1	0	0	121	0	2	123	
ofav40422	51	0	454	1	0	0	0	567	0	12	690	
ofav40424	1	0	7	0	0	0	0	1	0	1	9	
ofav40430	1	8	35	0	0	0	0	36	0	4	27	
ofav40439	4	3	177	0	0	0	0	110	0	13	168	
ofav40441	0	0	0	0	0	0	0	1	0	0	0	
ofav40443	1	1	106	0	0	0	0	122	0	7	201	
ofav40445	5	1	8	0	0	0	0	6	0	0	7	
ofav40447	2	4	135	0	0	0	0	144	0	1	186	
ofav40449	0	0	14	0	0	0	0	16	0	0	8	
ofav40452	0	0	1	0	0	0	0	1	0	0	0	
ofav40453	2	0	25	0	0	0	0	38	0	0	24	
ofav40454	0	0	3	0	0	0	0	0	0	0	3	
ofav40459	1	0	7	0	0	0	0	11	0	0	11	
ofav40467	0	0	2	0	0	0	0	2	0	0	7	
ofav40472	1	0	13	0	0	0	0	29	0	0	38	
ofav40474	17	3	99	1	0	0	0	112	0	4	116	
ofav40477	3	0	53	0	0	0	0	47	0	3	67	
ofav40478	5	0	8	0	0	0	0	3	0	0	9	
ofav40479	0	0	28	0	0	0	0	20	0	0	45	
ofav40480	11	1	58	0	0	0	0	52	0	4	109	
ofav40481	12	0	42	0	0	0	0	64	0	1	66	
ofav40492	19	0	186	0	0	1	0	393	1	8	295	
ofav40496	0	1	30	0	0	0	0	24	0	2	40	
ofav40497	4	2	53	0	0	0	0	13	0	0	21	
ofav40498	0	0	22	0	0	0	0	10	0	2	6	
ofav40499	0	0	11	0	0	0	0	1	0	0	8	
ofav40500	5	26	226	0	1	0	0	163	0	6	125	
ofav40503	10	0	34	0	0	0	0	75	0	0	47	
ofav40506	3	3	124	0	0	0	0	68	0	3	106	
ofav40512	0	0	42	0	0	0	0	27	0	0	40	
ofav40518	10	5	368	1	1	0	0	525	0	21	697	
ofav40522	0	0	0	0	0	0	0	0	0	0	1	
ofav40524	1	1	9	0	0	0	0	20	0	4	14	
ofav40525	0	1	12	0	0	0	0	29	0	1	23	
ofav40533	10	3	116	0	0	0	0	161	0	3	183	
ofav40536	5	1	8	0	0	0	0	16	0	0	15	
ofav40538	1	1	95	0	0	0	0	134	0	1	235	
ofav40543	8	1	33	0	0	0	0	37	0	1	59	
ofav40548	49	5	102	1	1	2	0	205	0	12	185	
ofav40556	7	2	61	0	0	0	0	106	0	5	129	
ofav40557	0	0	37	0	0	0	0	29	0	5	68	
ofav40559	1	0	74	0	0	0	0	103	0	3	153	
ofav40561	4	0	41	0	0	0	0	39	0	1	46	
ofav40563	2	0	14	0	0	0	0	18	0	1	24	
ofav40565	0	0	28	0	0	0	0	27	0	0	34	
ofav40570	1	1	51	0	0	0	0	59	0	6	70	
ofav40574	20	1	59	0	0	0	0	91	0	0	56	
ofav40578	5	1	102	0	0	0	0	86	0	6	121	
ofav40580	3	5	108	0	0	0	0	176	0	8	299	
ofav40583	0	0	5	0	0	0	0	4	0	0	7	
ofav40584	2	1	119	0	0	0	0	139	0	1	103	
ofav40586	0	0	12	0	0	0	0	18	0	0	13	
ofav40587	2	0	9	0	0	0	0	10	0	1	15	
ofav40590	2	0	108	0	0	0	0	118	0	3	202	
ofav40593	3	5	83	0	0	0	0	81	0	1	177	
ofav40595	0	0	0	0	0	0	0	2	0	0	0	
ofav40602	0	2	63	0	0	0	0	13	0	4	49	
ofav40603	9	7	111	1	0	0	0	165	0	0	141	
ofav40605	1	0	5	0	0	0	0	1	0	0	4	
ofav40608	0	0	3	0	0	0	0	2	0	0	6	
ofav40610	13	2	827	0	0	0	0	316	2	15	586	
ofav40613	0	0	6	0	0	0	0	4	0	0	6	
ofav40614	0	0	6	0	0	0	0	10	0	1	4	
ofav40621	4	4	86	0	0	0	0	69	0	3	134	
ofav40627	0	0	1	0	0	0	0	0	0	0	3	
ofav40629	0	0	4	0	0	0	0	3	0	0	6	
ofav40631	17	11	135	1	0	0	0	274	1	10	205	
ofav40635	0	0	22	0	0	0	0	13	0	1	22	
ofav40636	0	0	52	0	0	0	0	75	0	4	48	
ofav40638	18	2	18	0	0	0	0	25	0	0	35	
ofav40641	10	1	182	0	0	0	0	114	0	4	149	
ofav40643	2	6	85	0	0	1	0	91	0	9	224	
ofav40644	0	0	11	0	0	0	0	22	0	0	11	
ofav40646	1	0	10	0	0	0	0	8	0	0	12	
ofav40648	1	0	119	0	0	0	0	36	0	0	88	
ofav40649	1	4	52	0	0	0	0	62	1	0	50	
ofav4065	0	0	1	0	0	0	0	0	0	0	0	
ofav40652	0	0	4	0	0	0	0	0	0	1	3	
ofav40654	4	0	39	0	0	0	0	42	0	0	33	
ofav40655	0	3	16	0	0	0	0	14	0	2	32	
ofav40656	0	0	0	0	0	0	0	0	0	0	2	
ofav40657	4	1	123	0	0	0	0	156	1	3	183	
ofav40664	0	0	5	0	0	0	0	0	0	0	1	
ofav40666	0	0	18	0	0	0	0	22	0	1	24	
ofav40671	0	0	20	0	0	1	0	12	0	0	11	
ofav40674	0	0	0	0	0	0	0	1	0	0	0	
ofav40677	42	14	206	1	0	1	0	303	2	2	274	
ofav40680	36	3	213	0	0	0	0	281	2	2	207	
ofav40684	0	0	26	0	0	0	0	31	0	0	20	
ofav40686	0	0	4	0	0	0	0	4	0	0	4	
ofav40687	0	0	4	0	0	0	0	1	0	0	4	
ofav40690	0	0	23	0	0	1	0	43	0	1	54	
ofav40691	1	1	3	0	0	0	0	13	0	0	8	
ofav40695	0	0	6	0	0	0	0	1	0	0	4	
ofav40697	0	0	26	0	0	0	0	0	0	1	0	
ofav40699	0	0	10	0	0	0	0	6	0	1	24	
ofav40701	2	0	61	0	0	0	0	48	0	0	74	
ofav40705	0	1	9	0	0	0	0	12	0	0	9	
ofav40708	3	3	218	1	1	0	0	355	0	19	312	
ofav40709	7	1	43	0	0	0	0	48	2	0	65	
ofav40712	0	0	2	0	0	0	0	1	0	0	2	
ofav40714	19	1	200	0	0	0	0	137	1	2	127	
ofav40715	0	0	33	0	0	0	0	57	0	0	77	
ofav40717	29	6	253	0	0	0	0	173	3	3	235	
ofav40722	4	3	100	0	0	0	0	141	0	4	213	
ofav40727	1	0	14	0	0	0	0	4	0	0	17	
ofav40736	0	1	104	0	0	0	0	92	0	4	217	
ofav40737	0	0	6	0	0	0	0	30	0	3	27	
ofav40739	1	0	4	0	0	0	0	2	0	0	0	
ofav40740	15	8	318	0	1	0	0	235	0	10	530	
ofav40741	0	1	124	0	0	0	0	65	0	3	62	
ofav40742	7	2	194	2	0	0	0	88	0	3	153	
ofav40744	0	0	32	0	0	0	0	35	0	3	57	
ofav40747	1	0	75	0	0	0	0	79	0	0	145	
ofav40751	11	0	94	0	0	0	0	74	0	4	97	
ofav40753	0	0	14	0	0	0	0	23	0	0	28	
ofav40756	0	1	0	0	0	0	0	0	0	0	1	
