	BR-A-fav_uptake_S1_L007_R1_001.fastq.trim.sam.counts	BR-B-fav_uptake_S2_L007_R1_001.fastq.trim.sam.counts	BR-C-fav_uptake_S3_L007_R1_001.fastq.trim.sam.counts	BR-D-fav_uptake_S4_L007_R1_001.fastq.trim.sam.counts	CR-A-fav_uptake_S5_L007_R1_001.fastq.trim.sam.counts	CR-B-fav_uptake_S6_L007_R1_001.fastq.trim.sam.counts	CR-C-fav_uptake_S7_L007_R1_001.fastq.trim.sam.counts	DR-A-fav_uptake_S8_L007_R1_001.fastq.trim.sam.counts	DR-B-fav_uptake_S9_L007_R1_001.fastq.trim.sam.counts	DR-C-fav_uptake_S10_L007_R1_001.fastq.trim.sam.counts	DR-D-fav_uptake_S11_L007_R1_001.fastq.trim.sam.counts	
ofav76622	4	11	30	0	0	0	0	33	0	0	14	
ofav76625	0	0	7	0	0	0	0	1	0	1	12	
ofav76638	0	1	1	0	0	0	0	0	0	0	0	
ofav7664	0	0	5	0	0	0	0	0	0	0	0	
ofav76645	7	0	24	0	0	0	0	13	0	0	14	
ofav76659	2	0	13	0	0	0	0	2	0	0	8	
ofav76670	0	0	1	0	0	0	0	0	0	0	0	
ofav76678	0	0	1	0	0	0	0	0	0	0	0	
ofav7668	0	0	0	0	0	0	0	0	0	0	1	
ofav76717	2	0	6	0	0	0	0	9	0	0	12	
ofav76727	0	0	0	0	0	0	0	2	0	0	0	
ofav76733	0	0	0	0	0	0	0	1	0	0	0	
ofav7675	0	0	2	0	0	0	0	0	0	0	0	
ofav76753	0	0	0	0	0	0	0	1	0	0	1	
ofav76761	0	0	4	0	0	0	0	1	0	0	4	
ofav76766	0	0	2	0	0	0	0	0	0	0	1	
ofav76796	0	0	3	0	0	0	0	0	0	0	1	
ofav7681	0	0	6	0	0	0	0	0	0	0	0	
ofav76810	0	0	2	0	0	0	0	0	0	0	0	
ofav76842	5	0	14	0	0	0	0	12	1	2	34	
ofav76853	0	0	7	0	0	0	0	7	0	0	2	
ofav76863	0	0	1	0	0	0	0	0	0	0	0	
ofav76868	5	0	234	1	0	0	0	59	0	0	142	
ofav76869	0	0	1	0	0	0	0	0	0	0	0	
ofav76888	0	0	2	0	0	0	0	2	0	0	4	
ofav76895	0	0	3	0	0	0	0	3	0	0	3	
ofav76908	0	0	1	0	0	0	0	0	0	0	0	
ofav76920	0	0	11	0	0	0	0	5	0	1	7	
ofav76927	0	0	0	0	0	0	0	1	0	0	0	
ofav76931	0	0	4	0	0	0	0	2	0	0	2	
ofav76936	0	0	4	0	0	0	0	3	0	0	17	
ofav76950	0	0	7	0	0	0	0	7	0	0	1	
ofav7696	0	0	0	0	0	0	0	3	0	0	2	
ofav76961	0	0	13	0	0	1	0	10	0	0	11	
ofav76967	0	0	2	0	0	0	0	0	0	0	3	
ofav76998	0	0	0	0	0	0	0	2	0	0	0	
ofav77000	1	0	4	0	0	0	0	1	0	0	2	
ofav77001	1	0	51	0	0	0	0	20	0	0	42	
ofav7702	1	0	47	0	0	0	0	27	0	0	29	
ofav77031	0	0	1	0	0	0	0	0	0	0	0	
ofav77036	0	0	4	0	0	0	0	13	0	0	5	
ofav7704	0	0	23	0	0	0	0	34	0	0	17	
ofav77041	0	0	5	0	0	0	0	5	0	0	6	
ofav77047	1	0	12	0	0	0	0	10	0	0	17	
ofav77057	2	0	13	0	0	0	0	7	0	0	27	
ofav77062	0	0	4	0	0	0	0	4	0	0	8	
ofav77064	0	0	1	0	0	0	0	1	0	0	2	
ofav77078	2	0	9	0	0	0	0	0	0	0	17	
ofav77081	1	1	6	0	0	0	0	6	0	0	9	
ofav7709	0	0	1	0	0	0	0	0	0	0	0	
ofav77097	0	0	1	0	0	0	0	0	0	0	0	
ofav77102	0	0	1	0	0	0	0	0	0	0	0	
ofav7712	0	0	2	0	0	0	0	1	0	0	2	
ofav77122	0	0	7	0	0	0	0	4	0	0	6	
ofav77128	5	3	63	1	0	0	0	28	0	2	36	
ofav77136	3	0	7	0	0	0	0	32	0	0	19	
ofav77160	0	0	1	0	0	0	0	6	0	0	5	
ofav77170	1	0	16	0	0	0	0	1	0	0	3	
ofav77172	0	0	11	0	0	0	0	13	0	0	15	
ofav77200	7	6	43	0	0	0	0	14	0	0	30	
ofav77214	0	0	2	0	0	0	0	0	0	0	0	
ofav77225	0	0	6	0	0	0	0	8	0	0	7	
ofav77228	0	0	3	0	0	0	0	3	0	0	2	
ofav77245	0	0	0	0	0	0	0	0	0	0	1	
ofav77249	0	0	5	0	0	0	0	4	0	0	11	
ofav77264	0	0	1	0	0	0	0	0	0	0	0	
ofav77270	0	0	2	0	0	0	0	2	0	0	0	
ofav77271	0	0	0	0	0	0	0	0	0	0	5	
ofav77273	0	0	9	0	0	0	0	0	0	0	6	
ofav77275	0	0	5	0	0	0	0	5	0	0	1	
ofav77298	29	5	328	0	1	1	0	265	0	5	206	
ofav7731	0	0	0	0	0	0	0	3	0	0	3	
ofav77312	0	0	0	0	0	0	0	0	0	0	1	
ofav77328	0	0	4	0	0	0	0	5	0	0	6	
ofav77343	1	0	96	0	0	0	0	55	0	4	48	
ofav7735	1	0	62	0	0	0	0	53	0	3	98	
ofav77362	0	0	2	0	0	0	0	0	0	0	1	
ofav77372	0	0	3	0	0	0	0	0	0	0	0	
ofav77373	0	1	6	0	0	0	0	0	0	0	4	
ofav77376	0	0	1	0	0	0	0	1	0	0	0	
ofav77381	0	0	0	0	0	0	0	3	0	0	2	
ofav77386	0	0	4	0	0	0	0	1	0	0	2	
ofav77395	0	0	1	0	0	0	0	2	0	0	11	
ofav77396	0	0	3	0	0	0	0	2	0	0	1	
ofav77398	0	0	0	0	0	0	0	2	0	0	0	
ofav77409	2	0	40	0	0	0	0	56	0	0	33	
ofav77410	0	0	0	0	0	0	0	2	0	0	0	
ofav77423	1	0	19	0	0	0	0	13	0	0	6	
ofav77444	0	0	6	0	0	0	0	4	0	4	3	
ofav7745	0	2	0	0	0	0	0	4	0	0	7	
ofav77450	1	2	13	0	0	0	0	19	0	0	12	
ofav77466	0	0	3	0	0	0	0	1	0	0	0	
ofav7748	0	0	1	0	0	0	0	0	0	0	1	
ofav77486	0	0	1	0	0	0	0	0	0	0	0	
ofav77493	0	0	7	0	0	0	0	1	0	0	7	
ofav7750	0	0	1	0	0	0	0	1	0	0	2	
ofav77504	0	0	4	0	0	0	0	0	0	0	3	
ofav77524	0	0	3	0	0	0	0	9	0	0	1	
ofav77526	0	0	5	0	0	0	0	9	0	1	3	
ofav77548	0	0	1	0	0	0	0	0	0	0	1	
ofav77550	4	0	20	0	0	0	0	10	0	0	10	
ofav7756	0	0	2	0	0	0	0	7	0	1	11	
ofav77562	0	0	7	0	0	0	0	1	0	0	2	
ofav7757	0	0	44	0	0	0	0	46	0	3	40	
ofav77575	2	0	23	0	0	0	0	23	0	0	20	
ofav77583	0	0	5	0	0	0	0	2	0	0	1	
ofav77591	0	0	2	0	0	0	0	0	0	0	0	
ofav77601	0	1	8	0	0	0	0	5	0	0	9	
ofav77609	1	0	13	0	0	0	0	17	0	0	16	
ofav77612	0	0	2	0	0	0	0	4	0	0	9	
ofav77614	0	0	6	0	0	0	0	20	0	0	1	
ofav77634	0	0	1	0	0	0	0	0	0	0	0	
ofav7764	2	0	32	0	0	0	0	30	0	1	49	
ofav77646	0	0	8	0	0	0	0	5	0	0	17	
ofav7765	1	0	14	0	0	0	0	14	0	0	18	
ofav77657	0	0	1	0	0	0	0	0	0	0	0	
ofav77659	0	0	0	0	0	0	0	1	0	0	0	
ofav77664	0	0	0	0	0	0	0	1	0	0	0	
ofav77703	0	0	0	0	0	0	0	3	0	1	0	
ofav77704	0	0	8	0	0	0	0	2	0	0	11	
ofav77714	0	0	1	0	0	0	0	0	0	0	1	
ofav77718	0	0	5	0	0	0	0	0	0	0	0	
ofav77731	0	0	15	0	0	0	0	27	0	0	29	
ofav77733	0	0	0	0	0	0	0	0	0	0	1	
ofav77740	0	0	2	0	0	0	0	0	0	0	1	
ofav77741	0	0	9	0	0	0	0	18	0	0	17	
ofav7776	5	3	22	0	0	0	0	17	1	0	18	
ofav77768	3	2	25	0	0	0	0	38	0	0	29	
ofav77789	0	0	2	0	0	0	0	0	0	0	0	
ofav77803	0	0	0	0	0	0	0	0	0	0	2	
ofav77819	0	0	0	0	0	0	0	0	0	0	1	
ofav77824	0	0	3	0	0	0	0	1	0	0	3	
ofav7783	0	0	4	0	0	0	0	1	0	0	2	
ofav7784	0	0	0	0	0	0	0	0	0	0	1	
ofav77858	2	0	2	0	0	0	0	6	0	4	5	
ofav77860	0	0	14	0	0	0	0	12	0	0	14	
ofav77863	0	1	1	0	0	0	0	3	0	0	3	
ofav77873	0	0	4	0	0	0	0	13	0	1	15	
ofav77874	0	0	2	0	0	0	0	4	0	0	8	
ofav77882	0	0	43	0	0	0	0	34	0	0	14	
ofav77883	7	1	76	0	0	0	0	37	0	2	29	
ofav77909	2	0	17	0	0	0	0	8	0	0	15	
ofav77910	0	0	0	0	0	0	0	0	0	0	1	
ofav77915	0	0	2	0	0	0	0	1	0	1	9	
ofav77916	0	0	2	0	0	0	0	0	0	0	0	
ofav7792	0	0	2	0	0	0	0	1	0	0	2	
ofav77922	0	0	0	0	0	0	0	4	0	0	10	
ofav77936	0	1	3	0	0	0	0	2	0	0	5	
ofav77937	0	0	35	0	0	0	0	30	0	2	28	
ofav77948	0	0	26	0	0	0	0	68	0	1	54	
ofav77956	0	0	1	0	0	0	0	0	0	0	4	
ofav77959	0	0	1	0	0	0	0	0	0	0	3	
ofav77966	0	0	3	0	0	0	0	0	0	0	3	
ofav77967	6	0	20	0	1	0	0	20	0	0	24	
ofav77970	0	0	5	0	0	0	0	2	0	0	0	
ofav78001	0	0	9	0	0	0	0	34	0	1	21	
ofav78003	3	0	38	0	0	0	0	18	0	0	36	
ofav78016	0	0	4	0	0	0	0	3	0	0	4	
ofav78050	0	0	30	0	0	0	0	20	0	0	19	
ofav78052	0	0	0	0	0	0	0	2	0	0	1	
ofav78059	0	0	2	0	0	0	0	1	0	0	0	
ofav7806	1	0	2	0	0	0	0	4	0	0	11	
ofav78060	2	1	41	0	0	0	0	23	0	0	39	
ofav78061	0	0	1	0	0	0	0	0	0	0	0	
ofav78074	0	0	7	0	0	0	0	0	0	0	1	
ofav78084	0	0	0	0	0	0	0	0	0	0	1	
ofav78085	0	0	19	0	0	0	0	21	0	0	23	
ofav78086	0	0	1	0	0	0	0	1	0	0	3	
ofav78097	0	0	16	0	0	0	0	3	0	0	7	
ofav7810	0	0	1	0	0	0	0	0	0	0	0	
ofav78105	0	0	17	0	0	0	0	23	0	1	12	
ofav7811	0	0	7	0	0	0	0	21	0	0	7	
ofav78110	1	0	3	0	0	0	0	0	0	0	2	
ofav78114	1	0	44	0	0	0	0	12	0	0	23	
ofav78128	1	0	7	0	0	0	0	7	0	0	7	
ofav78137	0	0	57	0	0	0	0	39	1	1	18	
ofav78143	0	0	4	0	0	0	0	0	0	0	7	
ofav7816	15	0	48	0	0	0	0	110	0	3	85	
ofav78160	0	0	7	0	0	0	0	4	0	0	4	
ofav78171	0	0	39	0	0	0	0	31	0	0	45	
ofav78181	0	0	2	0	0	0	0	0	0	0	3	
ofav78183	0	0	6	0	0	0	0	13	0	0	9	
ofav78184	74	11	201	0	0	0	0	235	0	2	136	
ofav78185	0	0	3	0	0	0	0	2	0	0	0	
ofav78186	0	0	1	0	0	0	0	2	0	0	10	
ofav7819	6	0	116	0	0	0	0	73	0	2	70	
ofav78217	0	0	3	0	0	0	0	1	0	0	1	
ofav78218	0	0	1	0	0	0	0	0	0	0	0	
ofav78224	0	0	0	0	0	0	0	1	0	0	4	
ofav78232	0	0	0	0	0	0	0	0	0	0	1	
ofav78265	0	0	0	0	0	0	0	0	0	0	2	
ofav7827	5	0	22	0	0	0	0	35	0	0	41	
ofav78281	0	0	0	0	0	0	0	1	0	0	0	
ofav78282	0	1	10	0	0	0	0	8	0	0	47	
ofav78288	0	0	2	0	0	0	0	0	0	0	1	
ofav78296	5	1	8	0	0	0	0	4	0	0	3	
ofav78319	0	1	835	0	1	0	0	155	0	2	114	
ofav78327	0	0	1	0	0	0	0	0	0	0	0	
ofav78330	0	0	2	0	0	0	0	3	0	0	1	
ofav78347	0	1	0	0	0	0	0	1	0	0	2	
ofav78350	9	5	33	0	0	1	0	46	0	1	27	
ofav78351	0	0	2	0	0	0	0	1	0	0	0	
ofav78355	0	0	0	0	0	0	0	0	0	0	3	
ofav7837	0	0	3	0	0	0	0	1	0	0	3	
ofav78380	0	0	1	0	0	0	0	0	0	0	0	
ofav78396	0	0	1	0	0	0	0	0	0	0	0	
ofav78410	0	0	0	0	0	0	0	1	0	0	3	
ofav78418	0	0	1	0	0	0	0	2	0	0	2	
ofav78423	1	0	2	0	0	0	0	3	0	0	3	
ofav78433	0	0	1	0	0	0	0	0	0	0	0	
ofav78445	0	0	1	0	0	0	0	0	0	0	1	
ofav78455	0	0	1	0	0	0	0	2	0	0	3	
ofav78471	0	0	2	0	0	0	0	2	0	0	0	
ofav78486	0	0	0	0	0	0	0	5	0	0	3	
ofav78492	0	0	0	0	0	0	0	4	0	0	0	
ofav78498	0	0	2	0	0	0	0	0	0	0	0	
ofav785	0	0	6	0	0	0	0	9	0	0	8	
ofav7850	0	1	3	0	0	0	0	4	0	0	6	
ofav78500	0	0	1	0	0	0	0	0	0	0	2	
ofav78504	1	0	24	0	0	0	0	14	0	2	19	
ofav78506	0	3	19	0	0	0	0	17	0	0	17	
ofav78526	0	0	4	0	0	0	0	4	0	0	7	
ofav7853	0	1	19	0	0	0	0	21	0	0	12	
ofav78543	1	1	37	0	0	0	0	26	0	0	37	
ofav78544	0	0	0	0	0	0	0	1	0	0	0	
ofav7855	0	0	3	0	0	0	0	0	0	0	2	
ofav78556	0	1	26	0	0	0	0	33	0	0	27	
ofav78559	0	0	0	0	0	0	0	3	0	1	0	
ofav78560	0	0	1	0	0	0	0	0	0	0	0	
ofav78561	0	0	2	0	0	0	0	0	0	0	0	
ofav78578	2	0	11	0	0	0	0	15	0	0	20	
ofav78580	1	0	73	0	0	0	0	69	0	1	114	
ofav78588	0	0	1	0	0	0	0	0	0	0	0	
ofav78607	0	0	9	0	0	0	0	4	0	0	26	
ofav78632	0	0	1	0	0	0	0	0	0	0	0	
ofav78633	0	0	13	0	0	0	0	2	0	0	3	
ofav78634	0	0	15	0	0	0	0	11	1	1	10	
ofav78640	11	3	123	1	0	0	0	186	1	3	49	
ofav78657	0	0	1	0	0	0	0	0	0	0	0	
ofav78663	0	0	0	0	0	0	0	0	0	0	2	
ofav78672	0	0	3	0	0	0	0	0	0	0	0	
ofav7868	0	0	0	0	0	0	0	0	0	0	1	
ofav78680	1	0	2	0	0	0	0	3	0	0	1	
ofav78683	0	0	1	0	0	0	0	2	0	0	2	
ofav7871	0	0	9	0	0	0	0	14	0	0	17	
ofav78719	0	6	6	0	0	0	0	9	0	1	13	
ofav78720	0	0	2	0	0	0	0	1	0	0	3	
ofav78723	0	0	1	0	0	0	0	0	0	0	2	
ofav78747	0	0	20	0	0	0	0	14	0	2	12	
ofav78755	0	3	0	0	0	0	0	1	0	0	2	
ofav7876	0	0	1	0	0	0	0	0	0	0	1	
ofav78766	0	0	6	0	0	0	0	9	0	0	8	
ofav78768	0	0	1	0	0	0	0	0	0	0	1	
ofav78784	0	0	22	0	0	0	0	6	0	1	31	
ofav78812	0	0	1	0	0	0	0	0	0	0	1	
ofav78829	0	0	8	0	0	0	0	18	0	0	22	
ofav78832	0	0	0	0	0	0	0	1	0	0	1	
ofav78835	0	0	0	0	0	0	0	2	0	0	2	
ofav78841	0	1	21	0	0	0	0	50	0	0	26	
ofav78875	1	0	93	0	0	0	0	71	0	3	66	
ofav7889	0	0	15	0	0	0	0	11	0	0	13	
ofav78893	75	6	261	0	0	0	0	143	0	2	159	
ofav78894	0	0	2	0	0	0	0	0	0	0	0	
ofav78898	0	0	27	0	0	0	0	14	0	0	9	
ofav78902	0	0	1	0	0	0	0	0	0	0	0	
ofav78905	0	0	1	0	0	0	0	0	0	0	0	
ofav78911	0	0	1	0	0	0	0	0	0	1	0	
ofav78934	0	0	1	0	0	0	0	0	0	0	1	
ofav78949	17	0	5	0	0	0	0	4	0	0	7	
ofav78951	0	0	0	0	0	0	0	0	0	0	1	
ofav78958	0	0	0	0	0	0	0	0	0	0	2	
ofav7896	1	4	147	1	0	0	0	173	0	5	140	
ofav78970	0	0	2	0	0	0	0	1	0	4	1	
ofav78978	4	0	6	0	0	0	0	8	0	0	0	
ofav79006	5	0	17	0	0	0	0	1	0	0	6	
ofav79009	0	0	0	0	0	0	0	6	0	0	2	
ofav79014	0	0	1	0	0	0	0	0	0	2	4	
ofav79020	7	0	196	0	0	0	0	87	0	3	106	
ofav7903	0	0	5	0	0	0	0	4	0	3	4	
ofav79043	0	0	40	0	0	0	0	18	0	0	36	
ofav79057	0	0	0	0	0	0	0	1	0	0	0	
ofav79069	0	0	0	0	0	0	0	1	0	0	1	
ofav79073	0	0	3	0	0	0	0	1	0	0	1	
ofav79086	0	0	0	0	0	0	0	0	0	0	1	
ofav79096	0	0	1	0	0	0	0	0	0	0	0	
ofav79099	0	0	1	0	0	0	0	0	0	0	0	
ofav7911	1	5	7	0	0	0	0	20	0	7	41	
ofav79115	0	3	7	0	0	0	0	4	0	0	1	
ofav79116	0	1	9	0	0	0	0	7	0	0	6	
ofav79122	0	1	1	0	0	0	0	3	0	0	4	
ofav79131	0	0	10	0	0	0	0	9	0	0	8	
ofav79161	0	0	0	0	0	0	0	1	0	0	3	
ofav7918	0	0	1	0	0	0	0	0	0	0	0	
ofav79180	0	0	1	0	0	0	0	0	0	0	0	
ofav79183	0	0	0	0	0	0	0	0	0	0	1	
ofav79217	0	0	14	0	0	0	0	14	0	1	34	
ofav7923	0	0	0	0	0	0	0	0	0	0	2	
ofav79257	2	0	6	0	0	0	0	6	0	1	4	
ofav79266	0	0	0	0	0	0	0	2	0	0	2	
ofav79281	4	0	22	0	0	0	0	27	1	3	27	
ofav79284	0	0	1	0	0	0	0	2	0	1	1	
ofav79288	4	0	13	0	0	0	0	14	0	2	30	
ofav79296	0	1	3	0	0	0	0	7	0	0	1	
ofav7930	0	0	1	0	0	0	0	0	0	0	0	
ofav79302	0	0	0	0	0	0	0	1	0	0	0	
ofav7932	0	0	0	0	0	0	0	0	0	0	1	
ofav79334	0	0	12	0	0	0	0	7	0	0	13	
ofav7934	0	0	1	0	0	0	0	1	0	0	1	
ofav79342	0	0	6	0	0	0	0	10	0	1	9	
ofav79367	1	0	39	0	0	0	0	56	0	0	43	
ofav7937	1	0	57	0	0	0	0	71	0	7	62	
ofav79373	2	0	27	0	0	0	0	11	0	0	9	
ofav79374	0	1	10	0	0	0	0	2	0	2	6	
ofav79380	0	1	9	0	0	0	0	0	0	0	1	
ofav79392	0	0	0	0	0	0	0	0	0	0	2	
ofav79407	0	0	0	0	0	0	0	1	0	0	0	
ofav7941	7	0	11	0	0	0	0	15	0	1	9	
ofav79434	0	0	0	0	0	0	0	5	0	0	3	
ofav79442	0	0	0	0	0	0	0	4	0	0	1	
ofav79450	0	0	1	0	0	0	0	0	0	0	0	
ofav7947	0	0	6	0	0	0	0	5	0	0	13	
ofav79488	0	0	2	0	0	0	0	0	0	0	1	
ofav79500	2	0	31	0	0	0	0	22	0	0	55	
ofav79504	0	0	2	0	0	0	0	1	0	0	0	
ofav79511	0	0	8	0	0	0	0	0	0	0	0	
ofav79515	0	0	37	0	0	0	0	5	0	2	10	
ofav79518	0	0	1	0	0	0	0	0	0	0	1	
ofav79522	0	0	1	0	0	0	0	0	0	0	1	
ofav79525	0	0	0	0	0	0	0	0	0	0	1	
ofav79530	0	0	11	0	0	0	0	4	0	0	9	
ofav79548	0	0	3	0	0	0	0	0	0	0	0	
ofav79563	0	0	1	0	0	0	0	2	0	0	3	
ofav79564	0	0	1	0	0	0	0	0	0	0	0	
ofav79567	0	0	1	0	0	0	0	1	0	0	2	
ofav79585	0	0	1	0	0	0	0	0	0	0	0	
ofav79593	0	0	1	0	0	0	0	0	0	0	1	
ofav79598	0	0	1	0	0	0	0	0	0	0	0	
ofav7961	0	0	0	0	0	0	0	0	0	0	2	
ofav79618	0	0	2	0	0	0	0	0	0	0	2	
ofav79631	0	0	2	0	0	0	0	0	0	0	1	
ofav79637	0	0	5	0	0	0	0	3	0	1	5	
ofav79661	0	0	1	0	0	0	0	0	0	0	1	
ofav7967	0	0	16	0	0	0	0	3	0	0	10	
ofav79673	0	0	45	0	0	0	0	46	0	2	44	
ofav79682	0	0	4	0	0	0	0	6	0	0	1	
ofav79687	0	0	4	0	0	0	0	5	0	0	1	
ofav79700	0	0	1	0	0	0	0	0	0	0	0	
ofav7971	1	0	6	0	0	0	0	9	0	0	8	
ofav79720	0	0	0	0	0	0	0	2	0	0	0	
ofav79721	0	0	1	0	0	0	0	7	0	0	1	
ofav79785	0	0	1	0	0	0	0	0	0	0	3	
ofav79791	0	0	4	0	0	0	0	10	0	4	18	
ofav79794	0	1	27	0	0	0	0	22	0	0	10	
ofav798	0	0	3	0	0	0	0	2	0	0	2	
ofav79804	0	0	1	0	0	0	0	0	0	0	0	
ofav79833	0	0	1	0	0	0	0	0	0	0	0	
ofav79839	0	0	16	0	0	0	0	9	0	1	64	
ofav79855	0	0	2	0	0	0	0	0	0	0	0	
ofav79859	0	0	0	0	0	0	0	1	0	0	0	
ofav7987	0	3	28	0	0	0	0	25	0	1	18	
ofav79877	0	0	2	0	0	0	0	3	0	0	4	
ofav79879	0	0	2	0	0	0	0	2	0	0	0	
ofav7988	0	1	8	0	0	0	0	4	0	0	13	
ofav79892	0	0	1	0	0	0	0	1	0	0	1	
ofav79893	0	0	1	0	0	0	0	0	0	0	2	
ofav79914	0	0	3	0	0	0	0	12	0	0	4	
ofav79923	11	0	49	0	0	0	0	38	0	1	32	
ofav7993	0	0	7	0	0	0	0	8	0	0	12	
ofav79940	0	0	0	0	0	0	0	2	0	0	4	
ofav79948	5	0	27	0	0	0	0	23	0	0	33	
ofav7996	0	0	15	0	0	0	0	12	0	0	13	
ofav79965	0	0	3	0	0	0	0	2	0	0	7	
ofav79973	0	0	0	0	0	0	0	1	0	0	0	
ofav79978	0	0	1	0	0	0	0	1	0	0	0	
ofav7998	0	1	65	0	0	1	0	70	0	1	112	
ofav80	0	0	8	0	0	0	0	8	0	0	14	
ofav8000	0	0	5	0	0	0	0	6	0	0	6	
ofav80010	0	0	0	0	0	0	0	2	0	0	0	
ofav80011	0	0	4	0	0	0	0	11	0	0	2	
ofav80014	0	0	13	0	0	0	0	4	0	0	6	
ofav80050	1	0	19	0	0	0	0	40	0	1	29	
ofav80061	0	0	3	0	0	0	0	0	0	0	0	
ofav80066	0	0	3	0	0	0	0	0	0	0	1	
ofav80079	0	0	3	0	0	0	0	3	0	0	0	
ofav80085	0	0	1	0	0	0	0	0	0	0	0	
ofav80096	4	0	19	0	0	0	0	4	0	0	23	
ofav80105	0	0	5	0	0	0	0	0	0	0	3	
ofav8011	0	0	0	0	0	0	0	2	0	0	1	
ofav80112	0	0	0	0	0	0	0	0	0	0	2	
ofav8012	0	1	4	0	0	0	0	7	0	0	5	
ofav80121	0	0	2	0	0	0	0	0	0	0	1	
ofav8015	0	0	0	0	0	0	0	2	0	0	2	
ofav80150	0	0	2	0	0	0	0	0	0	0	2	
ofav80166	0	0	2	0	0	0	0	1	0	0	2	
ofav80183	0	0	0	0	0	0	0	1	0	0	2	
ofav80194	0	0	5	0	0	0	0	1	0	1	1	
ofav8020	3	3	70	0	0	0	0	57	0	2	40	
ofav80212	0	0	3	0	0	0	0	0	0	1	2	
ofav80214	0	0	1	0	0	0	0	0	0	0	0	
ofav80220	0	0	10	0	0	0	0	12	0	0	29	
ofav80221	0	0	0	0	0	0	0	1	0	0	0	
ofav80245	0	0	1	0	0	0	0	0	0	0	0	
ofav80249	1	1	24	0	0	0	0	16	0	0	14	
ofav8026	11	0	7	0	0	0	0	4	0	0	2	
ofav80260	0	0	0	0	0	0	0	0	0	0	1	
ofav80276	4	0	20	0	0	0	0	23	0	0	29	
ofav80279	3	0	31	0	0	0	0	32	0	2	38	
ofav80299	2	1	45	0	0	0	0	60	0	0	34	
ofav8030	0	0	2	0	0	0	0	2	0	0	0	
ofav8033	1	0	11	0	0	0	0	6	0	0	10	
ofav80330	3	0	61	0	0	0	0	59	0	3	92	
ofav80343	0	0	1	0	0	0	0	0	0	0	0	
ofav80346	0	0	1	0	0	0	0	0	0	0	2	
ofav80372	0	0	0	0	0	0	0	1	0	0	2	
ofav80379	0	0	1	0	0	0	0	0	0	0	0	
ofav8038	0	0	10	0	0	0	0	31	0	0	27	
ofav80409	0	0	8	0	0	0	0	0	0	0	3	
ofav80416	0	0	3	0	0	0	0	1	0	0	1	
ofav80417	0	0	0	0	0	0	0	1	0	0	0	
ofav80425	0	0	1	0	0	0	0	0	0	0	0	
ofav80430	0	0	48	0	0	0	0	42	0	1	41	
ofav80438	0	0	3	0	0	0	0	1	0	0	6	
ofav80444	1	0	36	0	0	0	0	9	0	1	24	
ofav80448	0	3	47	0	0	0	0	16	0	0	39	
ofav80454	0	0	1	0	0	0	0	0	0	0	0	
ofav80461	0	0	4	0	0	0	0	2	0	0	2	
ofav80462	4	0	5	0	0	0	0	6	0	0	5	
ofav80467	0	0	0	0	0	0	0	1	0	0	0	
ofav80468	0	0	2	0	0	0	0	3	0	0	1	
ofav80480	0	0	1	0	0	0	0	0	0	0	0	
ofav80482	0	1	3	0	0	0	0	4	0	0	7	
ofav8049	0	0	9	0	0	0	0	23	0	0	28	
ofav80533	1	0	63	0	0	0	0	48	0	0	27	
ofav80547	0	0	0	0	0	0	0	2	0	0	2	
ofav80548	0	0	3	0	0	0	0	7	0	0	10	
ofav80552	0	0	3	0	0	0	0	0	0	0	2	
ofav80580	0	0	2	0	0	0	0	0	0	0	3	
ofav80606	0	0	24	0	0	0	0	8	0	0	2	
ofav80608	0	1	0	0	0	0	0	0	0	0	0	
ofav80616	0	0	0	0	0	0	0	3	0	0	5	
ofav80618	0	0	1	0	0	0	0	0	0	0	1	
ofav80622	0	0	0	0	0	0	0	6	0	0	1	
ofav80629	0	0	2	0	0	0	0	1	0	0	2	
ofav80634	1	0	1	0	0	0	0	0	0	0	0	
ofav80647	0	0	1	0	0	0	0	0	0	0	3	
ofav8065	0	0	5	0	0	0	0	21	0	0	18	
ofav80666	0	0	3	0	0	0	0	1	0	0	0	
ofav80667	0	0	4	0	0	0	0	0	0	0	1	
ofav80673	34	5	68	0	0	0	0	69	0	2	39	
ofav80675	0	0	0	0	0	0	0	0	0	0	1	
ofav80692	0	1	17	0	0	0	0	15	0	1	32	
ofav80728	0	0	1	0	0	0	0	0	0	0	5	
ofav80737	1	0	11	0	0	0	0	8	0	0	10	
ofav80758	0	0	6	0	0	0	0	0	0	0	18	
ofav80761	0	0	0	0	0	0	0	0	0	0	3	
ofav80763	0	0	0	0	0	0	0	0	0	0	1	
ofav80764	0	0	15	0	0	0	0	2	0	0	4	
ofav80773	0	0	13	0	0	0	0	4	0	0	9	
ofav80777	0	0	3	0	0	0	0	3	0	0	2	
ofav80786	0	0	0	0	0	0	0	0	0	0	2	
ofav80805	0	0	1	0	0	0	0	0	0	0	0	
ofav80808	0	0	0	0	0	0	0	2	0	0	3	
ofav80817	0	0	2	0	0	0	0	0	0	0	2	
ofav80819	0	0	0	0	0	0	0	0	0	0	1	
ofav8082	0	0	0	0	0	0	0	0	0	0	3	
ofav80825	1	0	5	0	0	0	0	0	0	0	1	
ofav80834	0	0	2	0	0	0	0	0	0	0	1	
ofav80844	0	0	1	0	0	0	0	0	0	0	0	
ofav80857	0	0	0	0	0	0	0	1	0	0	4	
